  1.00000005E-03  9.69337896E-02   4.6517282       3.3114038       1.3726623       4.8504467    
  2.00000009E-03  9.63700637E-02   4.6484551       3.3104155       1.3712488       4.8480921    
  3.00000003E-03  9.53288674E-02   4.6426215       3.3086798       1.3687265       4.8438301    
  4.00000019E-03  9.37942564E-02   4.6342330       3.3062415       1.3651038       4.8376284    
  5.00000035E-03  9.17592347E-02   4.6232452       3.3031423       1.3603767       4.8294396    
  6.00000005E-03  8.92315730E-02   4.6095686       3.2994230       1.3545289       4.8192019    
  7.00000022E-03  8.62416103E-02   4.5930676       3.2951224       1.3475330       4.8068423    
  8.00000038E-03  8.28550011E-02   4.5735631       3.2902772       1.3393517       4.7922764    
  9.00000054E-03  7.91914612E-02   4.5508332       3.2849219       1.3299396       4.7754092    
  1.00000007E-02  7.54526705E-02   4.5246124       3.2790902       1.3192475       4.7561388    
  1.10000009E-02  7.19582736E-02   4.4945936       3.2728136       1.3072265       4.7343569    
  1.20000001E-02  6.91841915E-02   4.4604263       3.2661226       1.2938348       4.7099519    
  1.30000003E-02  6.77788109E-02   4.4217200       3.2590473       1.2790473       4.6828098    
  1.40000004E-02  6.85051009E-02   4.3780451       3.2516167       1.2628692       4.6528196    
  1.50000006E-02  7.20751509E-02   4.3289342       3.2438598       1.2453527       4.6198721    
  1.60000008E-02  7.89431930E-02   4.2738872       3.2358050       1.2266219       4.5838685    
  1.70000009E-02  8.92172754E-02   4.2123780       3.2274821       1.2069020       4.5447192    
  1.80000011E-02  0.10274948       4.1438632       3.2189212       1.1865577       4.5023499    
  1.90000013E-02  0.11928982       4.0677953       3.2101531       1.1661382       4.4567075    
  2.00000014E-02  9.59258378E-02   2.5257683       2.0501454      0.72911131       2.8100145    
  2.10000016E-02  0.11749597       2.4372280       2.0412807      0.71410775       2.7595761    
  2.20000017E-02  0.14076565       2.3435731       2.0324650      0.70435303       2.7073724    
  2.30000019E-02  0.16546373       2.2449374       2.0237260      0.70126611       2.6535213    
  2.40000002E-02  0.19140792       2.1415350       2.0150914      0.70613730       2.5981553    
  2.50000004E-02  0.21845576       2.0336666       2.0065873      0.71994531       2.5414178    
  2.60000005E-02  0.24648425       1.9217224       1.9982382      0.74320352       2.4834599    
  2.70000007E-02  0.27537706       1.8061833       1.9900650      0.77588278       2.4244361    
  2.80000009E-02  0.30501950       1.6876185       1.9820843      0.81743544       2.3645003    
  2.90000010E-02  0.33529422       1.5666807       1.9743078      0.86689919       2.3038003    
  3.00000012E-02  0.36608112       1.4440994       1.9667408      0.92303616       2.2424734    
  3.10000014E-02  0.39725643       1.3206724       1.9593813      0.98446518       2.1806402    
  3.20000015E-02  0.42869362       1.1972644       1.9522182       1.0497607       2.1184020    
  3.29999998E-02  0.46026415       1.0747961       1.9452310       1.1175331       2.0558374    
  3.40000018E-02  0.49183834      0.95426095       1.9383887       1.1864622       1.9929994    
  3.50000001E-02  0.52328801      0.83674943       1.9316491       1.2553283       1.9299144    
  3.60000022E-02  0.55448633      0.72350824       1.9249580       1.3230292       1.8665806    
  3.70000005E-02  0.58530831      0.61607325       1.9182491       1.3885839       1.8029729    
  3.80000025E-02  0.61563492      0.51651996       1.9114441       1.4511368       1.7390437    
  3.90000008E-02  0.64535308      0.42792213       1.9044518       1.5099617       1.6747274    
  4.00000028E-02  0.84764940      0.46829402       2.4085774       1.9696319       2.0594099    
  4.10000011E-02  0.87562656      0.41067052       2.4004257       2.0175681       1.9926325    
  4.20000032E-02  0.90253973      0.37337446       2.3913457       2.0590725       1.9239979    
  4.30000015E-02  0.92831892      0.35825637       2.3811524       2.0940073       1.8532997    
  4.40000035E-02  0.95290411      0.36391142       2.3696477       2.1223509       1.7803473    
  4.50000018E-02  0.97624612      0.38583371       2.3566203       2.1441944       1.7049732    
  4.60000038E-02  0.99830770      0.41849640       2.3418467       2.1597323       1.6270418    
  4.70000021E-02   1.0190586      0.45718610       2.3250942       2.1692584       1.5464567    
  4.80000004E-02   1.0384800      0.49856690       2.3061235       2.1731551       1.4631701    
  4.90000024E-02   1.0565611      0.54048908       2.2846916       2.1718862       1.3771971    
  5.00000007E-02   1.0732985      0.58163297       2.2605567       2.1659865       1.2886269    
  5.10000028E-02   1.0886964      0.62121773       2.2334845       2.1560493       1.1976411    
  5.20000011E-02   1.1027659      0.65880364       2.2032552       2.1427081       1.1045392    
  5.30000031E-02   1.1155236      0.69416416       2.1696734       2.1266215       1.0097753    
  5.40000014E-02   1.1269904      0.72720885       2.1325788       2.1084509      0.91401404    
  5.50000034E-02   1.1371921      0.75793415       2.0918615       2.0888417      0.81822687    
  5.60000017E-02   1.1461575      0.78638977       2.0474765       2.0683990      0.72385001    
  5.70000038E-02   1.1539193      0.81265944       1.9994649       2.0476696      0.63305753    
  5.80000021E-02   1.1605121      0.83684707       1.9479717       2.0271249      0.54921538    
  5.90000041E-02   1.1659726      0.85906690       1.8932714       2.0071466      0.47752738    
  6.00000024E-02   1.1628615      0.87393230       1.8236597       1.9751529      0.42251167    
  6.10000044E-02   1.1661822      0.89259422       1.7640578       1.9570904      0.39903280    
  6.20000027E-02   1.1684957      0.90965831       1.7031173       1.9401755      0.40925670    
  6.30000010E-02   1.1698425      0.92523813       1.6418376       1.9244151      0.45064843    
  6.40000030E-02   1.1702642      0.93944240       1.5814201       1.9097406      0.51508582    
  6.50000051E-02   1.1698028      0.95237482       1.5232505       1.8960270      0.59416407    
  6.59999996E-02   1.1685005      0.96413392       1.4688565       1.8831073      0.68166131    
  6.70000017E-02   1.1663997      0.97481221       1.4198334       1.8707875      0.77346599    
  6.80000037E-02   1.1635433      0.98449659       1.3777366       1.8588619      0.86689353    
  6.90000057E-02   1.1599743      0.99326849       1.3439435       1.8471254      0.96014023    
  7.00000003E-02   1.1557355       1.0012040       1.3195051       1.8353810       1.0519415    
  7.10000023E-02   1.1508702       1.0083741       1.3050121       1.8234478       1.1413733    
  7.20000044E-02   1.1454216       1.0148444       1.3005098       1.8111655       1.2277356    
  7.30000064E-02   1.1394330       1.0206765       1.3054916       1.7983952       1.3104806    
  7.40000010E-02   1.1329484       1.0259267       1.3189701       1.7850209       1.3891751    
  7.50000030E-02   1.1260113       1.0306473       1.3396093       1.7709481       1.4634637    
  7.60000050E-02   1.1186653       1.0348871       1.3658824       1.7561015       1.5330557    
  7.70000070E-02   1.1109543       1.0386908       1.3962207       1.7404224       1.5977048    
  7.80000016E-02   1.1029214       1.0421000       1.4291310       1.7238661       1.6572037    
  7.90000036E-02   1.0946103       1.0451531       1.4632751       1.7063992       1.7113714    
  8.00000057E-02   1.1474247       1.1064726       1.5794017       1.7836452       1.8559139    
  8.10000002E-02   1.1386588       1.1088870       1.6122925       1.7642074       1.8985624    
  8.20000023E-02   1.1297246       1.1110233       1.6433034       1.7437344       1.9351245    
  8.30000043E-02   1.1206678       1.1129119       1.6719398       1.7222075       1.9654731    
  8.40000063E-02   1.1115322       1.1145808       1.6978688       1.6996069       1.9894876    
  8.50000009E-02   1.1023616       1.1160553       1.7208925       1.6759065       2.0070567    
  8.60000029E-02   1.0931985       1.1173589       1.7409248       1.6510748       2.0180781    
  8.70000049E-02   1.0840850       1.1185138       1.7579693       1.6250725       2.0224659    
  8.80000070E-02   1.0750613       1.1195395       1.7721013       1.5978521       2.0201530    
  8.90000015E-02   1.0661672       1.1204540       1.7834505       1.5693578       2.0110960    
  9.00000036E-02   1.0574400       1.1212742       1.7921897       1.5395242       1.9952871    
  9.10000056E-02   1.0489159       1.1220151       1.7985243       1.5082769       1.9727606    
  9.20000076E-02   1.0406287       1.1226904       1.8026826       1.4755325       1.9436021    
  9.30000022E-02   1.0326113       1.1233128       1.8049104       1.4412014       1.9079608    
  9.40000042E-02   1.0248927       1.1238935       1.8054637       1.4051890       1.8660558    
  9.50000063E-02   1.0175004       1.1244425       1.8046061       1.3673970       1.8181883    
