  Time  Potential_Energy  Kinetic_Energy  Total_Energy  Temperature  Moment of Cen
  0.48200002      -5.2421541      0.74116230      -4.5009918      0.49610445      1.46000971E-07
  0.48300001      -5.2373333      0.73813534      -4.4991980      0.49410820      3.20980831E-07
  0.48400003      -5.2324772      0.73508632      -4.4973907      0.49209023      3.57627869E-07
  0.48500001      -5.2276034      0.73202741      -4.4955759      0.49005756      8.42936956E-08
  0.48600003      -5.2227368      0.72897094      -4.4937658      0.48801827      4.53935456E-07
  0.48700002      -5.2179055      0.72593111      -4.4919744      0.48598063      3.76972878E-07
  0.48800004      -5.2131381      0.72292030      -4.4902177      0.48395407      3.42402615E-07
  0.48900002      -5.2084579      0.71995169      -4.4885063      0.48194686      1.68587391E-07
  0.49000001      -5.2039056      0.74702728      -4.4568782      0.47996780      4.95113341E-07
  0.49100003      -5.1993566      0.74410570      -4.4552507      0.49801818      7.20205662E-07
  0.49200001      -5.1949677      0.74125993      -4.4537077      0.49607047      8.45041711E-07
  0.49300003      -5.1907377      0.73849696      -4.4522409      0.49417329      2.23020166E-07
  0.49400002      -5.1867037      0.73583144      -4.4508724      0.49233130      1.33280039E-07
  0.49500003      -5.1828938      0.73328090      -4.4496126      0.49055430      6.33606078E-07
  0.49600002      -5.1793356      0.73085338      -4.4484820      0.48885393      3.26468097E-07
  0.49700001      -5.1760378      0.72856355      -4.4474745      0.48723558      6.87394277E-07
  0.49800003      -5.1730247      0.72642750      -4.4465971      0.48570904      2.38418579E-07
  0.49900001      -5.1703286      0.72445858      -4.4458699      0.48428500      2.98023224E-07
  0.50000000      -5.1679716      0.74817711      -4.4197946      0.48297238      4.91512480E-07
  0.50100005      -5.1659050      0.74653965      -4.4193654      0.49878475      3.20980831E-07
  0.50200003      -5.1642056      0.74510002      -4.4191055      0.49769309      3.99840104E-07
  0.50300002      -5.1629043      0.74388129      -4.4190230      0.49673334      5.33952516E-07
  0.50400001      -5.1620421      0.74288589      -4.4191561      0.49592087      5.87793693E-07
  0.50500000      -5.1616058      0.74212384      -4.4194822      0.49525726      5.27256930E-07
  0.50600004      -5.1616297      0.74161613      -4.4200134      0.49474922      2.14907601E-07
  0.50700003      -5.1621685      0.74137390      -4.4207945      0.49441075      6.10765881E-07
  0.50800002      -5.1631880      0.74138921      -4.4217987      0.49424925      2.99509622E-07
  0.50900000      -5.1646838      0.74166566      -4.4230180      0.49425948      4.57831959E-07
  0.51000005      -5.1666570      0.75054169      -4.4161153      0.49444377      9.31531190E-07
  0.51100004      -5.1691179      0.75134939      -4.4177685      0.50036114      5.65459288E-07
  0.51200002      -5.1720719      0.75243253      -4.4196396      0.50089961      2.54631146E-07
  0.51300001      -5.1755400      0.75377554      -4.4217644      0.50162166      5.26413942E-07
  0.51400000      -5.1795053      0.75538933      -4.4241161      0.50251704      4.91512480E-07
  0.51500005      -5.1839514      0.75724888      -4.4267025      0.50359291      4.50005189E-07
  0.51600003      -5.1888237      0.75934213      -4.4294815      0.50483257      1.99920052E-07
  0.51700002      -5.1941051      0.76166141      -4.4324436      0.50622809      2.16964182E-07
  0.51800001      -5.1997890      0.76419508      -4.4355941      0.50777429      2.88944250E-07
  0.51900005      -5.2058344      0.76692557      -4.4389086      0.50946337      2.14907601E-07
  0.52000004      -5.2122288      0.75288862      -4.4593401      0.51128370      2.63206971E-07
  0.52100003      -5.2188907      0.75595605      -4.4629345      0.50192577      1.78813934E-07
  0.52200001      -5.2258487      0.75917947      -4.4666691      0.50397068      2.16964182E-07
  0.52300000      -5.2330608      0.76254237      -4.4705186      0.50611967      4.84230441E-07
  0.52400005      -5.2404981      0.76602757      -4.4744706      0.50836158      4.88794456E-07
  0.52500004      -5.2481289      0.76961958      -4.4785094      0.51068503      2.02129186E-07
  0.52600002      -5.2559271      0.77329952      -4.4826274      0.51307970      2.81154541E-07
  0.52700001      -5.2638593      0.77705187      -4.4868073      0.51553303      4.09714204E-07
  0.52800000      -5.2718940      0.78085953      -4.4910345      0.51803458      4.67668627E-07
  0.52900004      -5.2800059      0.78470874      -4.4952974      0.52057302      2.89328227E-07
  0.53000003      -5.2881966      0.75381207      -4.5343847      0.52313918      3.18201728E-07
  0.53100002      -5.2963047      0.75764990      -4.5386548      0.50254136      1.26440540E-07
  0.53200001      -5.3044357      0.76150012      -4.5429354      0.50509995      5.93807044E-07
  0.53300005      -5.3125648      0.76534975      -4.5472150      0.50766677      2.82729644E-07
  0.53400004      -5.3207221      0.76920414      -4.5515180      0.51023316      3.67729740E-07
  0.53500003      -5.3288488      0.77303463      -4.5558143      0.51280278      1.99920052E-07
  0.53600001      -5.3369093      0.77683032      -4.5600791      0.51535642      4.04532898E-07
  0.53700000      -5.3448868      0.78058201      -4.5643048      0.51788688      4.88794456E-07
  0.53800005      -5.3527689      0.78428185      -4.5684872      0.52038801      3.01357346E-07
  0.53900003      -5.3605485      0.78792727      -4.5726213      0.52285457      6.25138796E-07
  0.54000002      -5.3682151      0.75349718      -4.6147180      0.52528483      8.55000792E-07
  0.54100001      -5.3755994      0.75693810      -4.6186614      0.50233144      2.25495484E-07
  0.54200006      -5.3828640      0.76031697      -4.6225471      0.50462538      2.41311426E-07
  0.54300004      -5.3900342      0.76364738      -4.6263866      0.50687796      2.63312415E-07
  0.54400003      -5.3970909      0.76690602      -4.6301851      0.50909823      2.57341810E-07
  0.54500002      -5.4040051      0.77009022      -4.6339149      0.51127070      4.75029282E-07
  0.54600000      -5.4107718      0.77319783      -4.6375742      0.51339346      1.62723140E-07
  0.54700005      -5.4173779      0.77622414      -4.6411538      0.51546520      2.34781965E-07
  0.54800004      -5.4238224      0.77916682      -4.6446557      0.51748276      2.97370576E-07
  0.54900002      -5.4301114      0.78203142      -4.6480799      0.51944453      5.30042826E-07
  0.55000001      -5.4362411      0.75272435      -4.6835170      0.52135426      1.69909583E-07
  0.55100000      -5.4421029      0.75537652      -4.6867266      0.50181621      6.14461229E-08
  0.55200005      -5.4478416      0.75796193      -4.6898799      0.50358433      1.61180708E-07
  0.55300003      -5.4534421      0.76047730      -4.6929646      0.50530797      1.31025530E-07
  0.55400002      -5.4588966      0.76291919      -4.6959772      0.50698489      1.34401944E-06
  0.55500001      -5.4642081      0.76529104      -4.6989169      0.50861281      1.78668358E-07
  0.55600005      -5.4693918      0.76759619      -4.7017956      0.51019400      6.76250522E-07
  0.55700004      -5.4744811      0.76985556      -4.7046256      0.51173079      6.13712587E-07
  0.55800003      -5.4794941      0.77206475      -4.7074294      0.51323706      4.80836718E-07
  0.55900002      -5.4843941      0.77420431      -4.7101898      0.51470983      1.19267483E-07
  0.56000000      -5.4891539      0.75204426      -4.7371097      0.51613623      4.71981195E-07
  0.56100005      -5.4937258      0.75403088      -4.7396951      0.50136286      1.66099497E-07
  0.56200004      -5.4981861      0.75597095      -4.7422152      0.50268728      6.19071045E-07
  0.56300002      -5.5025544      0.75785571      -4.7446985      0.50398064      3.54274903E-07
  0.56400001      -5.5068035      0.75968641      -4.7471170      0.50523716      2.74864846E-07
  0.56500000      -5.5109429      0.76146716      -4.7494760      0.50645763      7.02175214E-07
  0.56600004      -5.5149727      0.76319724      -4.7517753      0.50764477      3.32699926E-07
  0.56700003      -5.5188975      0.76487750      -4.7540202      0.50879818      1.69408580E-07
  0.56800002      -5.5227084      0.76650631      -4.7562022      0.50991833      2.09048210E-07
  0.56900001      -5.5264053      0.76808625      -4.7583189      0.51100421      3.73203619E-07
  0.57000005      -5.5300021      0.75151604      -4.7784863      0.51205748      4.77945434E-07
  0.57100004      -5.5335083      0.75300777      -4.7805004      0.50101072      4.67550819E-07
  0.57200003      -5.5369301      0.75445467      -4.7824755      0.50200516      6.89160004E-07
  0.57300001      -5.5402498      0.75586313      -4.7843866      0.50296980      8.70643134E-07
  0.57400000      -5.5435004      0.75723171      -4.7862687      0.50390875      4.95841618E-07
  0.57500005      -5.5466471      0.75855267      -4.7880945      0.50482112      3.48588458E-07
  0.57600003      -5.5496812      0.75982481      -4.7898564      0.50570178      3.15749958E-07
  0.57700002      -5.5526004      0.76104605      -4.7915545      0.50654989      2.27730752E-07
  0.57800001      -5.5554023      0.76221639      -4.7931857      0.50736403      3.34882657E-07
  0.57900006      -5.5581222      0.76334697      -4.7947750      0.50814426      3.29514506E-07
  0.58000004      -5.5607705      0.75109023      -4.8096805      0.50889796      3.36515598E-07
  0.58100003      -5.5633225      0.75212759      -4.8111949      0.50072682      2.81549148E-07
  0.58200002      -5.5657587      0.75310844      -4.8126502      0.50141841      3.51680029E-07
  0.58300000      -5.5680628      0.75402862      -4.8140340      0.50207227      4.30847166E-07
  0.58400005      -5.5702310      0.75488466      -4.8153462      0.50268573      1.31603485E-07
  0.58500004      -5.5722580      0.75567412      -4.8165836      0.50325644      2.10734243E-07
  0.58600003      -5.5741496      0.75641680      -4.8177328      0.50378275      5.08662424E-07
  0.58700001      -5.5759492      0.75708520      -4.8188639      0.50427788      3.01449433E-07
  0.58800000      -5.5775876      0.75767595      -4.8199115      0.50472349      1.61352816E-07
  0.58900005      -5.5790672      0.75818872      -4.8208785      0.50511730      2.58632809E-07
  0.59000003      -5.5803776      0.75042552      -4.8299522      0.50545913      4.08085100E-07
  0.59100002      -5.5815148      0.75076920      -4.8307457      0.50028366      4.23832603E-07
  0.59200001      -5.5824766      0.75102353      -4.8314533      0.50051278      5.36027699E-07
  0.59300005      -5.5832520      0.75118530      -4.8320665      0.50068235      2.83122063E-07
  0.59400004      -5.5838332      0.75125122      -4.8325820      0.50079018      3.60488002E-07
  0.59500003      -5.5842185      0.75121874      -4.8329997      0.50083417      3.76106755E-07
  0.59600002      -5.5844021      0.75108409      -4.8333178      0.50081247      4.46102547E-07
  0.59700000      -5.5843797      0.75084496      -4.8335347      0.50072271      3.84571962E-07
  0.59800005      -5.5841441      0.75049841      -4.8336458      0.50056332      2.83342558E-07
  0.59900004      -5.5837059      0.75004750      -4.8336582      0.50033230      6.62264654E-07
  0.60000002      -5.5830564      0.74943781      -4.8336186      0.50003165      5.96142684E-07
  0.60100001      -5.5822043      0.74876964      -4.8334346      0.49962521      4.57476602E-07
  0.60200006      -5.5812097      0.74801052      -4.8331990      0.49917975      2.11260428E-07
  0.60300004      -5.5800104      0.74715322      -4.8328571      0.49867368      4.78699803E-07
  0.60400003      -5.5786252      0.74618101      -4.8324442      0.49810216      2.24145182E-07
  0.60500002      -5.5770192      0.74509388      -4.8319254      0.49745402      4.12700956E-07
  0.60600001      -5.5751958      0.74389404      -4.8313017      0.49672925      3.31278642E-07
  0.60700005      -5.5731626      0.74258155      -4.8305812      0.49592936      2.86726390E-07
  0.60800004      -5.5709162      0.74115688      -4.8297591      0.49505436      5.85712314E-07
  0.60900003      -5.5684633      0.73962420      -4.8288393      0.49410459      1.09753906E-07
  0.61000001      -5.5658116      0.74834710      -4.8174644      0.49308279      6.12399674E-07
  0.61100000      -5.5629425      0.74659014      -4.8163524      0.49889806      3.55135654E-07
  0.61200005      -5.5598812      0.74472648      -4.8151546      0.49772677      6.01423835E-07
  0.61300004      -5.5566263      0.74276030      -4.8138661      0.49648431      4.56131346E-07
  0.61400002      -5.5531893      0.74069774      -4.8124914      0.49517354      2.38534966E-07
  0.61500001      -5.5495796      0.73854154      -4.8110380      0.49379849      9.86210352E-07
  0.61600006      -5.5458055      0.73629719      -4.8095083      0.49236107      6.06799347E-07
  0.61700004      -5.5418749      0.73397064      -4.8079042      0.49086478      3.78442564E-07
  0.61800003      -5.5378027      0.73156816      -4.8062344      0.48931375      4.15098327E-07
  0.61900002      -5.5336032      0.72909755      -4.8045058      0.48771212      3.02827374E-07
  0.62000000      -5.5292916      0.74742979      -4.7818618      0.48606503      2.08616257E-07
  0.62100005      -5.5248013      0.74481148      -4.7799897      0.49828652      2.42573321E-07
  0.62200004      -5.5202699      0.74214381      -4.7781262      0.49654099      1.03238271E-07
  0.62300003      -5.5156975      0.73945332      -4.7762442      0.49476254      2.37017474E-07
  0.62400001      -5.5111012      0.73673481      -4.7743664      0.49296889      2.61514316E-07
  0.62500000      -5.5064807      0.73398924      -4.7724915      0.49115655      4.09714204E-07
  0.62600005      -5.5018435      0.73123038      -4.7706132      0.48932615      3.03925248E-07
  0.62700003      -5.4971943      0.72846514      -4.7687292      0.48748693      2.61514316E-07
  0.62800002      -5.4925570      0.72570401      -4.7668529      0.48564342      4.34184130E-07
  0.62900001      -5.4879494      0.72295839      -4.7649908      0.48380268      2.99509622E-07
  0.63000005      -5.4833946      0.74723554      -4.7361593      0.48197225      6.10765881E-07
  0.63100004      -5.4788265      0.74449813      -4.7343283      0.49815702      2.35136355E-07
  0.63200003      -5.4743333      0.74180299      -4.7325301      0.49633208      2.46207577E-07
  0.63300002      -5.4699450      0.73915809      -4.7307868      0.49453533      3.01357346E-07
  0.63400000      -5.4657097      0.73660219      -4.7291074      0.49277207      4.58074396E-07
  0.63500005      -5.4616575      0.73411936      -4.7275381      0.49106812      3.34530228E-07
  0.63600004      -5.4577627      0.73172158      -4.7260413      0.48941290      6.95901804E-07
  0.63700002      -5.4540462      0.72941899      -4.7246275      0.48781440      2.79570571E-07
  0.63800001      -5.4505386      0.72722805      -4.7233105      0.48627934      4.00949233E-07
  0.63900006      -5.4472647      0.72515911      -4.7221055      0.48481870      8.82571499E-07
  0.64000005      -5.4442387      0.74802011      -4.6962185      0.48343942      7.20822015E-07
  0.64100003      -5.4413834      0.74616593      -4.6952176      0.49868008      3.50098020E-07
  0.64200002      -5.4387732      0.74444592      -4.6943274      0.49744394      5.13603936E-07
  0.64300001      -5.4364233      0.74286777      -4.6935554      0.49629727      4.27743799E-07
  0.64400005      -5.4343820      0.74145567      -4.6929264      0.49524519      3.52625847E-07
  0.64500004      -5.4326668      0.74020118      -4.6924658      0.49430379      2.99509622E-07
  0.64600003      -5.4312501      0.73910606      -4.6921439      0.49346745      5.66244125E-07
  0.64700001      -5.4301329      0.73817372      -4.6919594      0.49273738      1.63234049E-07
  0.64800000      -5.4293232      0.73741108      -4.6919122      0.49211583      5.56753321E-07
  0.64900005      -5.4288344      0.73681587      -4.6920185      0.49160740      2.98023224E-07
  0.65000004      -5.4286571      0.74957013      -4.6790867      0.49121058      3.90853785E-07
  0.65100002      -5.4287834      0.74930418      -4.6794791      0.49971342      4.30847166E-07
  0.65200001      -5.4292126      0.74920499      -4.6800075      0.49953613      3.18201728E-07
  0.65300006      -5.4299488      0.74926507      -4.6806836      0.49947000      1.49011612E-07
  0.65400004      -5.4309740      0.74948317      -4.6814909      0.49951005      4.30847166E-07
  0.65500003      -5.4323874      0.74989206      -4.6824951      0.49965546      2.66560079E-07
  0.65600002      -5.4340920      0.75044632      -4.6836457      0.49992803      2.99509622E-07
  0.65700001      -5.4360499      0.75113970      -4.6849103      0.50029755      3.09714807E-07
  0.65800005      -5.4382515      0.75196505      -4.6862864      0.50075978      6.45411262E-07
  0.65900004      -5.4406829      0.75291479      -4.6877680      0.50131005      4.35970378E-07
  0.66000003      -5.4433479      0.75106978      -4.6922779      0.50194317      4.15098327E-07
  0.66100001      -5.4462094      0.75224745      -4.6939621      0.50071317      2.61514316E-07
  0.66200006      -5.4492569      0.75352448      -4.6957326      0.50149828      4.05355422E-07
  0.66300005      -5.4524789      0.75490296      -4.6975760      0.50234967      1.68587391E-07
  0.66400003      -5.4558835      0.75636071      -4.6995230      0.50326866      1.14738941E-06
  0.66500002      -5.4594240      0.75789160      -4.7015324      0.50424045      1.66600046E-07
  0.66600001      -5.4630833      0.75948119      -4.7036018      0.50526106      4.98019915E-07
  0.66700006      -5.4668288      0.76111943      -4.7057095      0.50632077      5.38094923E-07
  0.66800004      -5.4706483      0.76279747      -4.7078509      0.50741297      2.27456354E-07
  0.66900003      -5.4745250      0.76450354      -4.7100215      0.50853163      3.16803039E-07
  0.67000002      -5.4784331      0.75171006      -4.7267232      0.50966901      6.62389709E-07
  0.67100000      -5.4823394      0.75343472      -4.7289047      0.50114006      4.73331824E-07
  0.67200005      -5.4862585      0.75516790      -4.7310905      0.50228983      2.45756240E-07
  0.67300004      -5.4902725      0.75693232      -4.7333403      0.50344527      4.21468485E-07
  0.67400002      -5.4942794      0.75868434      -4.7355952      0.50462157      2.35136355E-07
  0.67500001      -5.4982457      0.76041543      -4.7378302      0.50578958      2.15423583E-07
  0.67600006      -5.5021572      0.76212168      -4.7400355      0.50694364      4.60009261E-07
  0.67700005      -5.5060296      0.76380002      -4.7422295      0.50808114      2.38418579E-07
  0.67800003      -5.5098467      0.76544392      -4.7444029      0.50920004      3.81655951E-07
  0.67900002      -5.5135860      0.76703894      -4.7465472      0.51029593      8.35661581E-07
  0.68000001      -5.5172205      0.75152636      -4.7656941      0.51135927      5.73452780E-07
  0.68100005      -5.5207205      0.75300026      -4.7677202      0.50101757      3.05382940E-07
  0.68200004      -5.5241075      0.75441849      -4.7696891      0.50200015      4.75204558E-07
  0.68300003      -5.5273876      0.75577885      -4.7716088      0.50294566      1.78813934E-07
  0.68400002      -5.5305462      0.75707424      -4.7734718      0.50385255      3.52625847E-07
  0.68500006      -5.5335975      0.75831866      -4.7752790      0.50471616      5.48111643E-07
  0.68600005      -5.5365419      0.75949204      -4.7770500      0.50554579      2.16964182E-07
  0.68700004      -5.5393391      0.76059180      -4.7787471      0.50632805      7.73713282E-07
  0.68800002      -5.5419865      0.76161271      -4.7803736      0.50706118      5.55355712E-07
  0.68900001      -5.5444794      0.76255512      -4.7819242      0.50774181      5.96232667E-07
  0.69000006      -5.5468059      0.75085324      -4.7959528      0.50837010      5.85522741E-07
  0.69100004      -5.5489640      0.75163502      -4.7973289      0.50056881      2.93896846E-07
  0.69200003      -5.5509963      0.75234151      -4.7986546      0.50108999      8.19021807E-07
  0.69300002      -5.5528688      0.75297087      -4.7998981      0.50156099      2.23020166E-07
  0.69400001      -5.5545840      0.75351650      -4.8010674      0.50198060      3.68634375E-07
  0.69500005      -5.5561271      0.75398046      -4.8021464      0.50234431      6.47643617E-07
  0.69600004      -5.5575032      0.75435781      -4.8031454      0.50265366      4.96904022E-07
  0.69700003      -5.5588021      0.75468457      -4.8041177      0.50290519      5.07733944E-07
  0.69800001      -5.5599313      0.75492144      -4.8050098      0.50312304      5.59934790E-07
  0.69900006      -5.5608759      0.75506860      -4.8058071      0.50328094      8.09065796E-07
  0.70000005      -5.5616317      0.75005490      -4.8115768      0.50337905      7.54681651E-07
  0.70100003      -5.5622497      0.75003946      -4.8122101      0.50003660      3.87430191E-07
  0.70200002      -5.5626869      0.74992919      -4.8127575      0.50002629      3.84265093E-07
  0.70300001      -5.5629249      0.74972266      -4.8132024      0.49995279      5.62703860E-07
  0.70400006      -5.5629582      0.74941742      -4.8135409      0.49981511      5.90432080E-07
  0.70500004      -5.5629101      0.74905342      -4.8138566      0.49961162      4.91738319E-07
  0.70600003      -5.5626664      0.74858570      -4.8140807      0.49936894      3.55838353E-07
  0.70700002      -5.5622034      0.74801183      -4.8141918      0.49905714      3.33533137E-07
  0.70800000      -5.5615191      0.74732876      -4.8141904      0.49867454      1.03345758E-06
  0.70900005      -5.5606060      0.74653465      -4.8140712      0.49821916      5.54555470E-07
  0.71000004      -5.5595150      0.74912590      -4.8103890      0.49768975      4.20479495E-07
  0.71100003      -5.5582514      0.74813253      -4.8101187      0.49941728      3.45868244E-07
  0.71200001      -5.5567408      0.74701679      -4.8097239      0.49875501      2.67398264E-07
  0.71300006      -5.5549784      0.74577558      -4.8092027      0.49801120      1.75049010E-07
  0.71400005      -5.5529647      0.74440682      -4.8085580      0.49718371      5.14912756E-07
  0.71500003      -5.5506930      0.74290651      -4.8077865      0.49627122      6.44421391E-07
  0.71600002      -5.5481625      0.74127382      -4.8068886      0.49527100      2.83220089E-07
  0.71700001      -5.5453811      0.73950833      -4.8058729      0.49418256      3.97403113E-07
  0.71800005      -5.5423255      0.73760378      -4.8047218      0.49300554      2.68220901E-07
  0.71900004      -5.5389962      0.73555803      -4.8034382      0.49173585      1.27367889E-06
  0.72000003      -5.5354166      0.74779838      -4.7876182      0.49037203      6.29739361E-07
  0.72100002      -5.5315194      0.74544668      -4.7860727      0.49853227      5.31869205E-07
  0.72200006      -5.5273428      0.74294513      -4.7843976      0.49696445      1.75049010E-07
  0.72300005      -5.5228772      0.74029070      -4.7825866      0.49529675      6.06753645E-07
  0.72400004      -5.5181170      0.73748255      -4.7806344      0.49352714      4.06995412E-07
  0.72500002      -5.5130658      0.73452079      -4.7785449      0.49165502      6.64565050E-07
  0.72600001      -5.5077281      0.73141050      -4.7763176      0.48968053      3.33200099E-08
  0.72700006      -5.5021205      0.72815299      -4.7739677      0.48760700      2.16964182E-07
  0.72800004      -5.4962454      0.72474748      -4.7714977      0.48543534      4.39268433E-07
  0.72900003      -5.4901052      0.72120148      -4.7689037      0.48316500      3.64088777E-07
  0.73000002      -5.4837132      0.74623787      -4.7374754      0.48080099      7.33191655E-07
  0.73100001      -5.4769220      0.74233007      -4.7345920      0.49749193      7.45058060E-08
  0.73200005      -5.4698706      0.73827356      -4.7315969      0.49488673      3.28164020E-07
  0.73300004      -5.4625545      0.73407429      -4.7284803      0.49218237      5.07515267E-07
  0.73400003      -5.4549899      0.72973990      -4.7252502      0.48938286      2.23020166E-07
  0.73500001      -5.4471917      0.72527808      -4.7219138      0.48649326      4.91738319E-07
  0.73600006      -5.4391794      0.72069782      -4.7184815      0.48351872      3.40125325E-07
  0.73700005      -5.4309864      0.71603394      -4.7149525      0.48046520      2.56369276E-07
  0.73800004      -5.4226842      0.71127248      -4.7114115      0.47735596      1.88486439E-07
  0.73900002      -5.4142313      0.70642513      -4.7078061      0.47418165      7.45058060E-08
  0.74000001      -5.4056520      0.74492466      -4.6607275      0.47095010      3.86282238E-07
  0.74100006      -5.3966498      0.73976350      -4.6568861      0.49661645      4.33160125E-07
  0.74200004      -5.3875275      0.73453510      -4.6529922      0.49317566      1.78813934E-07
  0.74300003      -5.3783240      0.72925317      -4.6490707      0.48969007      2.56369276E-07
  0.74400002      -5.3690639      0.72393566      -4.6451283      0.48616877      3.78149082E-07
  0.74500006      -5.3597980      0.71860766      -4.6411905      0.48262379      2.47556670E-07
  0.74600005      -5.3505549      0.71328330      -4.6372719      0.47907177      2.42115220E-07
  0.74700004      -5.3413672      0.70798552      -4.6333818      0.47552219      2.84686280E-07
  0.74800003      -5.3322830      0.70273769      -4.6295452      0.47199035      2.56369276E-07
  0.74900001      -5.3233428      0.69755989      -4.6257830      0.46849179      2.74055822E-07
  0.75000006      -5.3145847      0.74471962      -4.5698652      0.46503994      2.10865906E-07
  0.75100005      -5.3056488      0.73953319      -4.5661154      0.49647975      1.27428893E-06
  0.75200003      -5.2969446      0.73446190      -4.5624828      0.49302211      5.63295430E-07
  0.75300002      -5.2885079      0.72955024      -4.5589576      0.48964128      4.20479495E-07
  0.75400001      -5.2804255      0.72480488      -4.5556207      0.48636684      5.97581163E-07
  0.75500005      -5.2726955      0.72025079      -4.5524449      0.48320326      1.19441893E-07
  0.75600004      -5.2653584      0.71591282      -4.5494456      0.48016718      1.97826594E-07
  0.75700003      -5.2584820      0.71182412      -4.5466580      0.47727522      5.49729691E-07
  0.75800002      -5.2520900      0.70799881      -4.5440912      0.47454941      1.99920052E-07
  0.75900006      -5.2462144      0.70445853      -4.5417557      0.47199920      1.74413614E-07
  0.76000005      -5.2408886      0.74665606      -4.4942327      0.46963903      2.60237584E-07
  0.76100004      -5.2359557      0.74362791      -4.4923277      0.49777070      4.83785982E-07
  0.76200002      -5.2316175      0.74092263      -4.4906950      0.49575195      1.56462193E-07
  0.76300001      -5.2278757      0.73855090      -4.4893246      0.49394843      2.28460848E-07
  0.76400006      -5.2247477      0.73652357      -4.4882240      0.49236727      1.74177245E-07
  0.76500005      -5.2222524      0.73484904      -4.4874034      0.49101570      2.58553996E-07
  0.76600003      -5.2204041      0.73353386      -4.4868703      0.48989937      4.05682925E-07
  0.76700002      -5.2191997      0.73257947      -4.4866199      0.48902258      1.51439465E-07
  0.76800001      -5.2186871      0.73201710      -4.4866700      0.48838630      2.51622623E-07
  0.76900005      -5.2188764      0.73181307      -4.4870634      0.48801139      1.15724092E-07
  0.77000004      -5.2197022      0.75014561      -4.4695568      0.48787537      3.83107675E-07
  0.77100003      -5.2211299      0.75062567      -4.4705043      0.50009710      1.53597654E-07
  0.77200001      -5.2231507      0.75143039      -4.4717202      0.50041711      3.48548639E-07
  0.77300006      -5.2257395      0.75254792      -4.4731917      0.50095361      1.41364822E-07
  0.77400005      -5.2288675      0.75396240      -4.4749050      0.50169861      1.25019426E-07
  0.77500004      -5.2325034      0.75565320      -4.4768500      0.50264162      4.37092012E-07
  0.77600002      -5.2366071      0.75760204      -4.4790049      0.50376880      2.61116014E-07
  0.77700001      -5.2411566      0.75979328      -4.4813633      0.50506800      3.04523979E-07
  0.77800006      -5.2461348      0.76221222      -4.4839225      0.50652885      3.84914614E-07
  0.77900004      -5.2514939      0.76482892      -4.4866648      0.50814146      2.87113323E-07
  0.78000003      -5.2571774      0.75276440      -4.5044131      0.50988597      3.26553078E-07
  0.78100002      -5.2631021      0.75568837      -4.5074139      0.50184292      4.47034836E-08
  0.78200006      -5.2692828      0.75875056      -4.5105324      0.50379223      1.49754811E-07
  0.78300005      -5.2757044      0.76193708      -4.5137672      0.50583369      7.59813119E-08
  0.78400004      -5.2823162      0.76522523      -4.5170908      0.50795805      2.49788968E-07
  0.78500003      -5.2890816      0.76859432      -4.5204873      0.51015013      1.89660824E-07
  0.78600001      -5.2959652      0.77202773      -4.5239372      0.51239622      3.84265093E-07
  0.78700006      -5.3029513      0.77552086      -4.5274305      0.51468515      5.41796055E-07
  0.78800005      -5.3100295      0.77904707      -4.5309825      0.51701391      2.42573321E-07
  0.78900003      -5.3171701      0.78260010      -4.5345702      0.51936471      1.90827976E-07
  0.79000002      -5.3243294      0.75349271      -4.5708365      0.52173340      3.93119620E-07
  0.79100001      -5.3313842      0.75699931      -4.5743847      0.50232846      2.44397228E-07
  0.79200006      -5.3384728      0.76053596      -4.5779371      0.50466621      2.19001450E-07
  0.79300004      -5.3456202      0.76407015      -4.5815501      0.50702399      8.94069672E-08
  0.79400003      -5.3527498      0.76759434      -4.5851555      0.50938010      2.81154541E-07
  0.79500002      -5.3598518      0.77110314      -4.5887489      0.51172954      1.99920052E-07
  0.79600006      -5.3669381      0.77460152      -4.5923367      0.51406878      3.05382940E-07
  0.79700005      -5.3740077      0.77807921      -4.5959287      0.51640099      3.44986830E-07
  0.79800004      -5.3810334      0.78152972      -4.5995035      0.51871949      3.29177396E-07
  0.79900002      -5.3880138      0.78495854      -4.6030555      0.52101982      2.32763583E-07
  0.80000001      -5.3949566      0.75332522      -4.6416311      0.52330571      2.49788968E-07
  0.80100006      -5.4017429      0.75664240      -4.6451006      0.50221682      1.98247051E-07
  0.80200005      -5.4085069      0.75994390      -4.6485629      0.50442827      9.88431239E-08
  0.80300003      -5.4152498      0.76323265      -4.6520171      0.50662929      2.09147757E-07
  0.80400002      -5.4219666      0.76650476      -4.6554618      0.50882179      3.73496363E-07
  0.80500007      -5.4286504      0.76976055      -4.6588898      0.51100320      3.78149082E-07
  0.80600005      -5.4353032      0.77300060      -4.6623025      0.51317370      2.96622943E-07
  0.80700004      -5.4419355      0.77624661      -4.6656890      0.51533371      2.18112490E-07
  0.80800003      -5.4485984      0.77947789      -4.6691203      0.51749772      6.20694209E-07
  0.80900002      -5.4552302      0.78269655      -4.6725335      0.51965195      6.26807775E-07
  0.81000006      -5.4618511      0.75314265      -4.7087083      0.52179772      1.39001259E-07
  0.81100005      -5.4683404      0.75628799      -4.7120523      0.50209510      4.29314440E-07
  0.81200004      -5.4748368      0.75943226      -4.7154045      0.50419199      2.39145066E-07
  0.81300002      -5.4813285      0.76257503      -4.7187533      0.50628817      2.78874751E-07
