  1.04453973E-02  1.63035106E-03  8.61139297E-02
  0.71777368      0.81808561       3.1492527    
  0.89932603      8.61628056E-02  0.70970905    
   3.1267540      0.71649921      0.78492600    
  1.67550780E-02  2.23177113E-02   1.4924011    
  0.81279260      0.78705561       1.4885218    
  0.77674156       3.1626918       2.3895242    
  6.78199753E-02  0.85460788       2.3889880    
   3.1294613       1.6130683      1.98421124E-02
  0.74630421       2.4993513      7.27167279E-02
  0.88449419       1.6023427      0.70327419    
  2.44468953E-02   2.3585365      0.74281794    
  8.07543546E-02   1.5051308       1.5909926    
  0.65701121       2.4013691       1.6629038    
  0.71582854       1.6815057       2.4461679    
   3.0447116       2.5007286       2.3762500    
   1.6536036       3.0703192       3.1580284    
   2.3908935      0.63146830       3.1455956    
   2.3793159       3.0479302      0.85287362    
   1.7675383      0.85482550      0.86751634    
   1.4735299      1.58411972E-02   1.4777013    
   2.4429278      0.80473119       1.6803287    
   2.2723062      3.69528309E-02   2.3307674    
   1.5397292      0.82010174       2.3915904    
   1.6210637       1.5097758       3.1360216    
   2.4413679       2.3149099       3.1718614    
   2.5651844       1.5595471      0.88174897    
   1.4866225       2.4047608      0.80962807    
   1.5651594       1.5890577       1.5513484    
   2.2827017       2.3981779       1.6061889    
   2.4202776       1.6794642       2.4231396    
   1.6083710       2.2730927       2.3829260    
