0 1912.5 -2104.43
1 1917.75 -2104.42
2 1899.93 -2104.41
3 1890.05 -2104.38
4 1822.23 -2104.36
5 1847.24 -2104.32
6 1862.12 -2104.27
7 1867.09 -2104.22
8 1859.19 -2104.16
9 1852.3 -2104.09
10 1851.42 -2104.02
11 1848.59 -2103.94
12 1858.14 -2103.85
13 1875.69 -2103.75
14 1893.48 -2103.64
15 1885.96 -2103.53
16 1885.21 -2103.41
17 1871.46 -2103.29
18 1874.4 -2103.15
19 1871.59 -2103.01
20 1870.07 -2102.86
21 1866.6 -2102.71
22 1866.54 -2102.55
23 1859.65 -2102.38
24 1856.83 -2102.21
25 1864.25 -2102.03
26 1864.06 -2101.85
27 1856.55 -2101.66
28 1852.79 -2101.46
29 1848.91 -2101.25
30 1850.01 -2101.04
31 1847.62 -2100.82
32 1857.65 -2100.59
33 1846.68 -2100.35
34 1853.37 -2100.12
35 1856.15 -2099.87
36 1838.81 -2099.61
37 1838.55 -2099.35
38 1839.32 -2099.09
39 1847.35 -2098.82
40 1863.56 -2098.55
41 1856.72 -2098.27
42 1839 -2097.98
43 1834.41 -2097.69
44 1827.15 -2097.4
45 1826.84 -2097.09
46 1826.53 -2096.78
47 1831.28 -2096.45
48 1827.88 -2096.13
49 1838.7 -2095.8
50 1839.44 -2095.47
51 1838 -2095.12
52 1827.37 -2094.78
53 1820.62 -2094.43
54 1826.17 -2094.08
55 1844.15 -2093.72
56 1840.94 -2093.36
57 1838.96 -2092.99
58 1837.45 -2092.61
59 1837.06 -2092.22
60 1847.47 -2091.82
61 1854.1 -2091.43
62 1864.09 -2091.03
63 1871.39 -2090.62
64 1865.87 -2090.2
65 1860.39 -2089.78
66 1865.06 -2089.34
67 1848.79 -2088.91
68 1856.37 -2088.47
69 1872.93 -2088.01
70 1854.35 -2087.58
71 1864.18 -2087.14
72 1853.44 -2086.7
73 1848.51 -2086.25
74 1863.95 -2085.79
75 1872.6 -2085.33
76 1876.07 -2084.86
77 1852.03 -2084.39
78 1846.1 -2083.91
79 1849.75 -2083.43
80 1865.83 -2082.94
81 1869.85 -2082.44
82 1862.28 -2081.95
83 1870.16 -2081.46
84 1860.23 -2080.96
85 1888.74 -2080.46
86 1879.13 -2079.96
